Elevation,Aspect,Slope,new_col1,a_sum
2910,68,9,29100,76
2905,63,9,29050,71
2901,55,8,29010,62
2897,53,7,28970,59
2896,47,9,28960,55
2892,45,9,28920,53
2887,354,5,28870,358
2892,302,9,28920,310
2896,305,10,28960,314
2900,319,5,29000,323
2899,315,6,28990,320
2906,308,11,29060,318
2911,330,9,29110,338
2910,18,9,29100,26
2907,32,12,29070,43
2903,32,10,29030,41
2897,35,10,28970,44
2897,330,8,28970,337
2901,342,5,29010,346
2897,55,8,28970,62
2893,30,8,28930,37
2894,20,10,28940,29
2890,39,10,28900,48
2886,24,8,28860,31
2887,8,9,28870,16
2886,20,10,28860,29
2884,37,12,28840,48
2879,47,13,28790,59
2874,48,12,28740,59
2869,54,12,28690,65
2864,63,9,28640,71
2861,85,8,28610,92
2855,93,9,28550,101
2852,106,4,28520,109
2852,118,5,28520,122
2845,78,11,28450,88
2837,74,14,28370,87
2830,67,12,28300,78
2824,55,11,28240,65
2821,55,11,28210,65
2815,54,11,28150,64
2811,43,11,28110,53
2806,42,11,28060,52
2801,26,6,28010,31
2801,283,5,28010,287
2805,260,8,28050,267
2810,246,9,28100,254
2816,241,10,28160,250
2820,259,10,28200,268
2827,280,10,28270,289
2831,326,3,28310,328
2829,4,3,28290,6
2833,308,5,28330,312
2836,288,8,28360,295
2843,282,7,28430,288
2844,81,3,28440,83
2839,101,7,28390,107
2835,117,7,28350,123
2831,107,11,28310,117
2824,98,13,28240,110
2817,89,12,28170,100
2809,78,12,28090,89
2803,47,8,28030,54
2803,22,10,28030,31
2800,39,16,28000,54
2793,48,18,27930,65
2786,53,18,27860,70
2777,57,20,27770,76
2768,55,19,27680,73
2760,37,15,27600,51
2758,9,10,27580,18
2759,8,9,27590,16
2753,21,14,27530,34
2751,22,13,27510,34
2748,25,12,27480,36
2746,31,14,27460,44
2740,37,16,27400,52
2736,18,14,27360,31
2736,14,15,27360,28
2732,20,16,27320,35
2730,38,15,27300,52
2722,55,18,27220,72
2713,58,18,27130,75
2705,55,17,27050,71
2698,44,15,26980,58
2694,24,14,26940,37
2693,0,12,26930,11
2695,354,9,26950,362
2694,29,10,26940,38
2689,37,11,26890,47
2686,41,10,26860,50
2681,47,8,26810,54
2679,41,9,26790,49
2676,32,9,26760,40
2674,29,10,26740,38
2671,8,10,26710,17
2673,17,11,26730,27
2668,42,13,26680,54
2664,16,9,26640,24
2666,12,8,26660,19
2662,50,11,26620,60
3287,7,6,32870,12
3283,30,13,32830,42
3280,30,14,32800,43
3277,5,9,32770,13
3280,302,4,32800,305
3280,160,5,32800,164
3277,135,12,32770,146
3270,131,15,32700,145
3264,151,12,32640,162
3264,140,12,32640,151
3254,113,12,32540,124
3247,108,12,32470,119
3241,84,9,32410,92
3237,47,11,32370,57
3234,45,17,32340,61
3224,47,20,32240,66
3218,48,19,32180,66
3208,53,17,32080,69
3201,58,13,32010,70
3195,79,12,31950,90
3188,96,7,31880,102
3188,101,4,31880,104
3185,45,5,31850,49
3182,70,8,31820,77
3178,108,6,31780,113
3175,123,11,31750,133
3168,124,12,31680,135
3165,167,6,31650,172
3165,186,7,31650,192
3162,157,5,31620,161
3162,169,4,31620,172
3162,124,5,31620,128
3159,138,6,31590,143
3159,135,9,31590,143
3152,154,8,31520,161
3152,142,8,31520,149
3149,156,9,31490,164
3149,158,11,31490,168
3142,184,12,31420,195
3149,212,13,31490,224
3152,180,10,31520,189
3149,168,10,31490,177
3149,103,5,31490,107
3142,56,10,31420,65
3139,45,14,31390,58
3132,55,19,31320,73
3123,41,16,31230,56
3119,16,15,31190,30
3119,20,15,31190,34
3116,34,17,31160,50
3109,42,18,31090,59
3103,33,16,31030,48
3100,26,16,31000,41
3096,34,18,30960,51
3090,48,19,30900,66
3080,45,17,30800,61
3077,36,15,30770,50
3070,38,16,30700,53
3067,25,16,30670,40
3064,39,18,30640,56
3054,46,17,30540,62
3050,56,15,30500,70
3041,76,14,30410,89
3031,125,13,30310,137
3024,138,12,30240,149
3024,135,13,30240,147
3014,131,14,30140,144
3011,131,14,30110,144
3001,125,17,30010,141
2995,141,13,29950,153
2995,141,9,29950,149
2991,125,8,29910,132
2988,135,9,29880,143
2982,144,12,29820,155
2978,139,13,29780,151
2972,128,15,29720,142
2965,120,17,29650,136
2955,120,13,29550,132
2955,113,8,29550,120
2949,99,10,29490,108
2945,102,10,29450,111
2939,108,9,29390,116
2932,120,9,29320,128
2929,121,14,29290,134
2922,115,15,29220,129
2913,110,5,29130,114
2916,315,3,29160,317
2906,264,6,29060,269
2909,270,8,29090,277
2913,264,7,29130,270
2916,256,10,29160,265
2922,253,13,29220,265
2932,248,14,29320,261
2939,239,14,29390,252
2942,236,15,29420,250
2952,236,17,29520,252
2959,225,12,29590,236
2962,223,10,29620,232
2965,217,7,29650,223
2965,236,9,29650,244
2972,254,16,29720,269
2982,236,10,29820,245
2985,258,9,29850,266
2991,247,11,29910,257
2998,235,11,29980,245
3004,264,7,30040,270
3008,280,8,30080,287
3011,268,8,30110,275
3018,259,10,30180,268
3024,261,12,30240,272
3031,257,12,30310,268
3034,248,11,30340,258
3041,218,8,30410,225
3041,180,8,30410,187
3041,171,7,30410,177
3037,135,8,30370,142
3034,120,9,30340,128
3027,106,11,30270,116
3021,95,8,30210,102
3018,94,10,30180,103
3011,106,8,30110,113
3011,124,7,30110,130
3004,115,13,30040,127
2998,113,7,29980,119
2995,72,5,29950,76
2988,91,11,29880,101
2982,103,12,29820,114
2972,45,1,29720,45
2972,342,5,29720,346
2975,11,4,29750,14
2972,18,2,29720,19
2972,297,3,29720,299
2975,292,8,29750,299
2982,343,5,29820,347
2982,18,5,29820,22
2982,54,6,29820,59
2975,89,10,29750,98
2968,100,4,29680,103
2968,72,2,29680,73
2968,45,4,29680,48
2965,69,12,29650,80
2955,71,11,29550,81
2952,73,7,29520,79
2945,85,9,29450,93
2942,277,6,29420,282
2952,282,15,29520,296
2959,300,9,29590,308
2962,356,3,29620,358
2959,284,6,29590,289
2968,277,12,29680,288
2976,333,12,29760,344
2977,14,10,29770,23
2973,36,10,29730,45
2971,29,10,29710,38
2969,21,11,29690,31
2967,34,12,29670,45
2962,38,11,29620,48
2961,13,8,29610,20
2959,26,10,29590,35
2955,43,13,29550,55
2950,11,8,29500,18
2953,8,7,29530,14
2948,12,7,29480,18
2952,2,9,29520,10
2949,4,10,29490,13
2950,348,8,29500,355
2952,336,9,29520,344
2953,6,9,29530,14
2950,29,10,29500,38
2948,37,7,29480,43
2946,62,7,29460,68
2941,70,12,29410,81
2932,64,12,29320,75
2927,54,8,29270,61
2925,62,6,29250,67
2923,84,5,29230,88
2922,88,8,29220,95
2915,79,10,29150,88
2911,64,8,29110,71
2907,47,8,29070,54
2905,39,9,29050,47
2901,35,10,29010,44
2898,33,10,28980,42
2895,43,11,28950,53
2891,16,7,28910,22
2894,298,9,28940,306
2901,300,9,29010,308
2901,336,6,29010,341
2903,309,6,29030,314
2908,278,8,29080,285
2911,275,5,29110,279
2914,356,3,29140,358
2911,38,8,29110,45
2908,38,8,29080,45
2907,52,8,29070,59
2901,48,7,29010,54
2901,328,6,29010,333
2904,344,6,29040,349
2902,21,10,29020,30
2900,3,12,29000,14
2901,15,14,29010,28
2896,31,15,28960,45
2893,14,13,28930,26
2893,3,12,28930,14
2892,18,12,28920,29
2889,41,13,28890,53
2883,45,13,28830,57
2879,45,13,28790,57
2873,56,14,28730,69
2866,66,13,28660,78
2860,77,11,28600,87
2855,82,9,28550,90
2851,98,7,28510,104
2848,128,8,28480,135
2844,146,9,28440,154
2844,124,9,28440,132
2837,95,11,28370,105
2831,79,10,28310,88
2828,75,9,28280,83
2816,83,8,28160,90
2814,59,6,28140,64
2812,47,9,28120,55
2807,27,10,28070,36
2806,341,10,28060,350
2810,325,10,28100,334
2812,311,5,28120,315
2814,252,8,28140,259
2821,252,13,28210,264
2829,249,11,28290,259
2833,204,5,28330,208
2831,174,5,28310,178
2831,201,7,28310,207
2833,202,12,28330,213
2836,197,16,28360,212
2838,172,15,28380,186
2829,151,13,28290,163
2826,140,12,28260,151
2820,121,12,28200,132
2815,108,10,28150,117
2811,81,8,28110,88
2807,18,6,28070,23
2809,9,8,28090,16
2807,50,12,28070,61
2799,62,16,27990,77
2791,64,17,27910,80
2782,63,18,27820,80
2773,58,17,27730,74
2766,46,13,27660,58
2764,34,9,27640,42
2760,4,6,27600,9
2763,5,8,27630,12
2761,23,12,27610,34
2758,30,13,27580,42
2753,30,12,27530,41
2752,38,11,27520,48
2747,51,13,27470,63
2743,18,8,27430,25
2740,45,10,27400,54
2735,64,13,27350,76
2727,72,16,27270,87
2719,71,16,27190,86
2711,60,14,27110,73
2705,39,13,27050,51
2701,28,13,27010,40
2699,18,9,26990,26
2697,6,7,26970,12
2697,17,9,26970,25
2695,35,12,26950,46
2690,42,13,26900,54
2686,33,11,26860,43
2684,27,11,26840,37
2681,34,10,26810,43
2679,32,9,26790,40
2677,0,8,26770,7
2679,33,8,26790,40
2673,71,12,26730,82
2667,81,5,26670,85
2669,122,3,26690,124
2665,101,8,26650,108
3290,62,4,32900,65
3287,74,9,32870,82
3280,90,5,32800,94
3280,152,4,32800,155
3277,135,8,32770,142
3273,124,10,32730,133
3267,109,12,32670,120
3260,121,8,32600,128
3260,130,8,32600,137
3254,115,10,32540,124
3250,107,11,32500,117
3241,104,10,32410,113
3241,100,4,32410,103
3241,81,5,32410,85
3237,72,10,32370,81
3231,69,15,32310,83
3221,70,17,32210,86
3214,69,16,32140,84
3205,66,15,32050,80
3198,71,16,31980,86
3188,78,10,31880,87
3188,108,5,31880,112
3185,153,3,31850,155
3188,135,4,31880,138
3182,109,10,31820,118
3175,112,8,31750,119
3172,105,11,31720,115
3162,107,10,31620,116
3162,149,4,31620,152
3162,164,6,31620,169
3162,158,8,31620,165
3162,174,7,31620,180
3159,148,10,31590,157
3155,153,11,31550,163
3152,142,11,31520,152
3146,154,9,31460,162
3149,189,9,31490,197
3149,148,9,31490,156
3142,141,9,31420,149
3142,150,9,31420,158
3139,175,8,31390,182
3142,207,13,31420,219
3146,176,15,31460,190
3146,209,12,31460,220
3149,185,6,31490,190
3149,112,3,31490,114
3149,68,8,31490,75
3139,58,15,31390,72
3132,28,15,31320,42
3132,18,15,31320,32
3129,29,13,31290,41
3123,32,15,31230,46
3119,35,19,31190,53
3109,28,19,31090,46
3109,30,17,31090,46
3103,45,16,31030,60
3096,49,18,30960,66
3086,42,18,30860,59
3083,33,16,30830,48
3077,35,16,30770,50
3073,24,15,30730,38
3060,55,19,30600,73
3054,68,18,30540,85
3041,83,19,30410,101
3034,101,16,30340,116
3024,120,17,30240,136
3018,142,17,30180,158
3014,148,19,30140,166
3008,148,18,30080,165
3004,145,17,30040,161
2998,132,19,29980,150
2988,148,14,29880,161
2988,161,14,29880,174
2985,158,16,29850,173
2982,152,15,29820,166
2975,144,12,29750,155
2975,140,12,29750,151
2962,115,14,29620,128
2955,117,12,29550,128
2952,137,11,29520,147
2949,135,12,29490,146
2936,122,9,29360,130
2926,92,12,29260,103
2919,71,10,29190,80
2916,351,9,29160,359
2922,342,14,29220,355
2919,16,15,29190,30
2913,234,8,29130,241
2916,243,10,29160,252
2922,241,12,29220,252
2926,234,14,29260,247
2932,234,14,29320,247
2939,238,14,29390,251
2952,229,13,29520,241
2955,240,11,29550,250
2962,255,7,29620,261
2962,270,8,29620,277
2972,266,15,29720,280
2978,256,8,29780,263
2978,268,8,29780,275
2988,279,9,29880,287
2988,270,6,29880,275
2991,256,9,29910,264
2998,258,10,29980,267
3004,266,10,30040,275
3011,270,8,30110,277
3014,270,6,30140,275
3014,260,8,30140,267
3021,247,12,30210,258
3027,239,12,30270,250
3037,197,9,30370,205
3034,185,9,30340,193
3037,184,7,30370,190
3037,144,6,30370,149
3034,126,9,30340,134
3027,129,12,30270,140
3024,135,10,30240,144
3018,110,12,30180,121
3008,125,11,30080,135
3001,118,11,30010,128
2995,90,5,29950,94
2991,113,6,29910,118
2991,137,8,29910,144
2985,118,11,29850,128
2972,45,5,29720,49
2975,348,8,29750,355
2978,8,7,29780,14
2978,275,9,29780,283
2985,270,5,29850,274
2982,315,2,29820,316
2985,329,4,29850,332
2985,31,4,29850,34
2982,67,7,29820,73
2978,65,11,29780,75
2972,51,10,29720,60
2968,61,7,29680,67
2965,117,4,29650,120
2965,157,5,29650,161
2965,116,11,29650,126
2955,109,11,29550,119
2945,317,10,29450,326
2955,295,16,29550,310
2962,306,9,29620,314
2962,31,4,29620,34
2959,288,5,29590,292
2968,266,12,29680,277
2972,270,7,29720,276
2975,304,5,29750,308
2978,313,9,29780,321
2981,328,11,29810,338
2983,16,10,29830,25
2978,35,12,29780,46
2975,22,10,29750,31
2974,19,10,29740,28
2972,42,12,29720,53
2966,50,11,29660,60
2962,4,7,29620,10
2966,16,10,29660,25
2960,45,14,29600,58
2955,17,9,29550,25
2958,17,8,29580,24
2953,17,6,29530,22
2957,345,5,29570,349
2955,15,7,29550,21
2954,23,7,29540,29
2950,3,5,29500,7
2953,308,5,29530,312
2956,357,4,29560,360
2954,60,8,29540,67
2949,87,9,29490,95
2945,106,7,29450,112
2942,90,8,29420,97
2938,72,10,29380,81
2933,56,9,29330,64
2929,57,8,29290,64
2924,78,8,29240,85
2920,94,7,29200,100
2917,84,7,29170,90
2913,69,7,29130,75
2911,49,5,29110,53
2909,34,7,29090,40
2906,25,10,29060,34
2904,25,12,29040,36
2901,39,13,29010,51
2895,25,10,28950,34
2901,301,10,29010,310
2906,333,6,29060,338
2904,338,5,29040,342
2906,292,7,29060,298
2911,287,6,29110,292
2912,305,4,29120,308
2910,53,7,29100,59
2907,45,8,29070,52
2903,36,8,29030,43
2902,342,7,29020,348
2906,332,7,29060,338
2907,358,8,29070,365
2907,353,11,29070,363
2909,14,13,29090,26
2903,31,15,29030,45
2900,19,13,29000,31
2899,5,11,28990,15
2899,21,12,28990,32
2894,44,15,28940,58
2888,45,13,28880,57
2885,48,13,28850,60
2878,58,16,28780,73
2870,61,16,28700,76
2862,58,14,28620,71
2857,58,12,28570,69
2852,66,10,28520,75
2846,75,10,28460,84
2840,88,6,28400,93
2840,110,6,28400,115
2836,104,9,28360,112
2833,99,9,28330,107
2822,81,10,28220,90
2815,76,9,28150,84
2814,90,5,28140,94
2812,103,4,28120,106
2811,63,2,28110,64
2811,305,4,28110,308
2815,283,3,28150,285
2814,142,3,28140,144
2811,210,7,28110,216
2816,229,14,28160,242
2823,218,15,28230,232
2826,189,13,28260,201
2825,181,12,28250,192
2826,187,10,28260,196
2825,192,14,28250,205
2827,189,11,28270,199
2826,145,8,28260,152
2822,123,7,28220,129
2821,113,5,28210,117
2818,90,8,28180,97
2813,87,9,28130,95
2810,81,5,28100,85
2810,346,2,28100,347
2812,53,2,28120,54
2808,79,8,28080,86
2802,72,14,28020,85
2793,69,16,27930,84
2786,65,16,27860,80
2778,60,16,27780,75
2771,58,14,27710,71
2765,45,9,27650,53
2764,354,7,27640,360
2766,356,7,27660,362
2765,30,8,27650,37
2763,45,9,27630,53
2759,51,9,27590,59
2755,65,10,27550,74
2749,78,11,27490,88
2743,78,6,27430,83
2743,90,2,27430,91
2741,88,7,27410,94
2735,82,12,27350,93
2727,78,15,27270,92
2719,74,15,27190,88
2711,63,12,27110,74
2702,28,9,27020,36
2702,2,9,27020,10
2702,10,9,27020,18
2701,42,11,27010,52
2695,56,12,26950,67
2691,43,8,26910,50
2689,30,8,26890,37
2686,49,10,26860,58
2680,50,7,26800,56
2680,22,3,26800,24
2681,99,8,26810,106
2672,106,14,26720,119
2665,129,10,26650,138
2663,158,9,26630,166
2660,137,8,26600,144
3277,145,8,32770,152
3277,145,6,32770,150
3273,127,9,32730,135
3270,129,10,32700,138
3267,119,12,32670,130
3257,142,11,32570,152
3254,140,11,32540,150
3250,121,10,32500,130
3244,109,9,32440,117
3241,135,8,32410,142
3237,153,10,32370,162
3237,140,11,32370,150
3231,115,13,32310,127
3224,97,14,32240,110
3208,87,13,32080,99
3201,78,15,32010,92
3191,73,13,31910,85
3185,83,8,31850,90
3182,135,4,31820,138
3182,142,6,31820,147
3175,92,6,31750,97
3172,60,9,31720,68
3165,40,12,31650,51
3162,31,10,31620,40
3159,64,7,31590,70
3155,90,3,31550,92
3155,0,0,31550,-1
3155,122,4,31550,125
3152,128,8,31520,135
3149,135,3,31490,137
3149,72,5,31490,76
3146,77,6,31460,82
3142,158,3,31420,160
3146,147,5,31460,151
3142,113,6,31420,118
3139,117,7,31390,123
3136,154,7,31360,160
3136,167,14,31360,180
3132,185,15,31320,199
3139,206,17,31390,222
3142,190,16,31420,205
3142,184,15,31420,198
3142,168,10,31420,177
3139,111,6,31390,116
3139,53,5,31390,57
3136,61,7,31360,67
3129,62,8,31290,69
3129,45,7,31290,51
3126,50,11,31260,60
3123,50,12,31230,61
3116,63,14,31160,76
3106,69,13,31060,81
3103,60,13,31030,72
3090,36,14,30900,49
3080,39,12,30800,50
3080,61,15,30800,75
3067,74,20,30670,93
3057,82,21,30570,102
3044,92,23,30440,114
3031,105,21,30310,125
3021,117,20,30210,136
3011,132,19,30110,150
3004,142,18,30040,159
2998,151,17,29980,167
2995,147,16,29950,162
2988,135,19,29880,153
2982,151,15,29820,165
2982,154,16,29820,169
2975,165,11,29750,175
2968,143,14,29680,156
2962,140,15,29620,154
2959,135,14,29590,148
2952,130,15,29520,144
2945,136,15,29450,150
2939,148,16,29390,163
2939,147,16,29390,162
2932,157,12,29320,168
2932,151,6,29320,156
2926,55,8,29260,62
2926,15,13,29260,27
2922,341,18,29220,358
2932,341,20,29320,360
2932,10,21,29320,30
2929,16,20,29290,35
2906,242,4,29060,245
2906,233,7,29060,239
2913,223,10,29130,232
2916,219,13,29160,231
2922,234,15,29220,248
2929,239,15,29290,253
2936,238,14,29360,251
2942,247,15,29420,261
2949,257,13,29490,269
2955,267,13,29550,279
2965,275,9,29650,283
2965,284,9,29650,292
2972,279,13,29720,291
2978,282,8,29780,289
2982,278,9,29820,286
2988,272,9,29880,280
2991,288,8,29910,295
2995,299,8,29950,306
2998,281,9,29980,289
3011,261,8,30110,268
3018,265,6,30180,270
3018,240,8,30180,247
3024,239,12,30240,250
3027,233,10,30270,242
3031,209,6,30310,214
3031,211,4,30310,214
3034,191,4,30340,194
3031,146,5,30310,150
3031,116,8,30310,123
3024,105,11,30240,115
3018,124,7,30180,130
3014,111,14,30140,124
3004,116,12,30040,127
3001,130,8,30010,137
2998,90,5,29980,94
2982,45,7,29820,51
2978,4,12,29780,15
2982,345,13,29820,357
2982,0,9,29820,8
2975,68,8,29750,75
2975,264,7,29750,270
2982,255,5,29820,259
2982,259,4,29820,262
2988,270,3,29880,272
2985,81,6,29850,86
2978,52,9,29780,60
2965,89,9,29650,97
2959,129,12,29590,140
2959,277,14,29590,290
2965,291,8,29650,298
2962,342,5,29620,346
2965,279,10,29650,288
2972,270,8,29720,277
2978,278,10,29780,287
2987,297,9,29870,305
2987,20,6,29870,25
2984,37,10,29840,46
2980,25,10,29800,34
2980,25,9,29800,33
2976,48,11,29760,58
2970,54,12,29700,65
2966,17,5,29660,21
2971,39,3,29710,41
2965,62,9,29650,70
2960,32,7,29600,38
2960,51,6,29600,56
2956,80,4,29560,83
2955,198,2,29550,199
2957,180,2,29570,181
2957,67,2,29570,68
2954,11,4,29540,14
2955,315,4,29550,318
2957,337,2,29570,338
2956,83,8,29560,90
2948,91,12,29480,102
2942,104,8,29420,111
2941,117,8,29410,124
2936,116,9,29360,124
2932,118,7,29320,124
2931,108,8,29310,115
2925,99,10,29250,108
2919,101,8,29190,108
2917,100,5,29170,104
2913,63,4,29130,66
2911,37,5,29110,41
2910,29,5,29100,33
2911,15,5,29110,19
2910,28,8,29100,35
2906,43,12,29060,54
2900,18,11,29000,28
2902,340,12,29020,351
2904,323,10,29040,332
2909,326,7,29090,332
2908,343,9,29080,351
2910,334,11,29100,344
2913,335,9,29130,343
2915,337,5,29150,341
2916,40,4,29160,43
2912,36,6,29120,41
2913,19,9,29130,27
2909,21,12,29090,32
2908,0,10,29080,9
2909,338,8,29090,345
2911,341,9,29110,349
2912,347,9,29120,355
2914,9,9,29140,17
2911,30,13,29110,42
2906,27,13,29060,39
2904,11,10,29040,20
2905,25,10,29050,34
2900,50,14,29000,63
2888,53,12,28880,64
2882,58,15,28820,72
2874,55,16,28740,70
2868,51,15,28680,65
2862,53,14,28620,66
2855,52,13,28550,64
2845,47,12,28450,58
2840,53,10,28400,62
2835,69,10,28350,78
2826,62,7,28260,68
2825,53,10,28250,62
2819,58,12,28190,69
2809,90,1,28090,90
2809,241,2,28090,242
2811,225,3,28110,227
2810,114,3,28100,116
2808,188,2,28080,189
2811,225,8,28110,232
2815,217,12,28150,228
2819,204,10,28190,213
2818,200,7,28180,206
2822,200,6,28220,205
2821,167,4,28210,170
2820,216,4,28200,219
2824,244,6,28240,249
2829,135,2,28290,136
2825,95,5,28250,99
2823,97,4,28230,100
2821,88,6,28210,93
2816,79,8,28160,86
2810,54,4,28100,57
2811,8,2,28110,9
2810,100,4,28100,103
2807,99,6,28070,104
2805,81,10,28050,90
2797,76,15,27970,90
2789,72,14,27890,85
2782,65,14,27820,78
2775,53,14,27750,66
2768,27,12,27680,38
2769,356,11,27690,366
2770,8,9,27700,16
2768,36,8,27680,43
2765,56,9,27650,64
2760,68,9,27600,76
2756,74,10,27560,83
2749,68,11,27490,78
2744,50,8,27440,57
2742,48,6,27420,53
2740,63,6,27400,68
2737,61,11,27370,71
2730,57,15,27300,71
2724,54,17,27240,70
2716,49,14,27160,62
2712,32,9,27120,40
2711,39,10,27110,48
2706,30,9,27060,38
2707,6,6,27070,11
2707,34,5,27070,38
2704,72,9,27040,80
2697,78,11,26970,88
2691,66,6,26910,71
2692,72,5,26920,76
2689,91,9,26890,99
2683,101,7,26830,107
2681,131,5,26810,135
2677,109,9,26770,117
2668,90,13,26680,102
2662,85,10,26620,94
2657,100,4,26570,103
2660,101,2,26600,102
3270,112,8,32700,119
3267,116,10,32670,125
3260,121,13,32600,133
3254,127,10,32540,136
3250,120,9,32500,128
3244,128,9,32440,136
3244,135,7,32440,141
3241,114,9,32410,122
3234,115,10,32340,124
3228,144,13,32280,156
3224,143,14,32240,156
3221,129,13,32210,141
3214,108,14,32140,121
3205,96,11,32050,106
3201,70,10,32010,79
3195,53,14,31950,66
3188,45,15,31880,59
3182,34,11,31820,44
3182,40,8,31820,47
3178,68,9,31780,76
3175,80,5,31750,84
3175,62,4,31750,65
3175,45,7,31750,51
3172,64,10,31720,73
3159,18,5,31590,22
3162,0,7,31620,6
3159,51,9,31590,59
3152,55,8,31520,62
3152,340,7,31520,346
3155,12,10,31550,21
3149,40,13,31490,52
3146,47,9,31460,55
3142,99,6,31420,104
3142,135,6,31420,140
3139,118,8,31390,125
3132,127,7,31320,133
3132,154,8,31320,161
3129,151,12,31290,162
3126,179,14,31260,192
3129,200,18,31290,217
3132,190,18,31320,207
3132,191,17,31320,207
3136,201,13,31360,213
3136,160,6,31360,165
3136,126,6,31360,131
3132,108,8,31320,115
3129,127,7,31290,133
3126,129,10,31260,138
3119,122,9,31190,130
3116,98,13,31160,110
3106,93,13,31060,105
3103,102,10,31030,111
3096,104,9,30960,112
3090,110,13,30900,122
3083,126,12,30830,137
3077,120,16,30770,135
3067,110,20,30670,129
3057,106,23,30570,128
3041,104,26,30410,129
3027,106,23,30270,128
3014,109,21,30140,129
3004,118,18,30040,135
2998,126,15,29980,140
2991,136,13,29910,148
2982,125,16,29820,140
2975,141,12,29750,152
2972,140,11,29720,150
2968,158,9,29680,166
2972,163,10,29720,172
2965,143,14,29650,156
2962,142,15,29620,156
2952,143,16,29520,158
2945,139,15,29450,153
2942,130,14,29420,143
2932,130,11,29320,140
2929,128,8,29290,135
2922,0,0,29220,-1
2929,322,8,29290,329
2932,356,12,29320,367
2932,354,15,29320,368
2936,336,18,29360,353
2942,338,18,29420,355
2942,11,16,29420,26
2922,20,13,29220,32
2926,13,13,29260,25
2919,33,15,29190,47
2909,256,4,29090,259
2909,182,6,29090,187
2909,207,14,29090,220
2916,232,19,29160,250
2926,236,17,29260,252
2929,242,15,29290,256
2939,248,16,29390,263
2949,253,16,29490,268
2955,261,15,29550,275
2962,256,9,29620,264
2965,258,10,29650,267
2975,267,13,29750,279
2982,275,9,29820,283
2985,284,10,29850,293
2991,287,9,29910,295
2998,279,6,29980,284
2998,264,6,29980,269
3004,261,10,30040,270
3008,258,7,30080,264
3018,244,6,30180,249
3014,250,5,30140,254
3021,262,10,30210,271
3027,265,9,30270,273
3031,252,3,30310,254
3031,198,4,30310,201
3034,180,5,30340,184
3031,155,5,30310,159
3031,119,7,30310,125
3024,103,10,30240,112
3021,110,7,30210,116
3018,119,8,30180,126
3011,107,13,30110,119
3004,105,11,30040,115
3001,117,6,30010,122
2995,163,5,29950,167
2991,45,6,29910,50
2991,12,10,29910,21
2991,18,12,29910,29
2988,29,11,29880,39
2985,0,9,29850,8
2988,9,9,29880,17
2985,15,8,29850,22
2985,47,10,29850,56
2975,45,4,29750,48
2978,286,8,29780,293
2982,299,6,29820,304
2982,297,3,29820,299
2985,191,2,29850,192
2985,146,7,29850,152
2982,122,6,29820,127
2978,118,8,29780,125
2975,104,10,29750,113
2965,84,11,29650,94
2959,76,9,29590,84
2955,81,10,29550,90
2965,279,11,29650,289
2968,0,5,29680,4
2965,0,6,29650,5
2968,307,9,29680,315
2972,298,8,29720,305
2975,297,7,29750,303
2987,270,8,29870,277
2988,135,0,29880,134
2987,36,4,29870,39
2985,40,7,29850,46
2982,54,7,29820,60
2980,70,9,29800,78
2974,72,11,29740,82
2968,75,5,29680,79
2966,113,4,29660,116
2964,86,3,29640,88
2965,49,5,29650,53
2960,76,9,29600,84
2955,82,5,29550,86
2954,63,1,29540,63
2953,149,1,29530,149
2953,234,2,29530,235
2957,315,1,29570,315
2955,304,2,29550,305
2958,0,0,29580,-1
2955,96,9,29550,104
2949,96,12,29490,107
2943,100,9,29430,108
2938,109,9,29380,117
2930,115,7,29300,121
2926,118,8,29260,125
2923,113,9,29230,121
2919,107,8,29190,114
2914,90,2,29140,91
2916,354,4,29160,357
2916,16,8,29160,23
2913,21,8,29130,28
2911,16,6,29110,21
2912,21,6,29120,26
2910,33,10,29100,42
2909,347,12,29090,358
2909,351,10,29090,360
2909,328,9,29090,336
2915,326,12,29150,337
2918,341,13,29180,353
2919,357,10,29190,366
2918,15,7,29180,21
2917,37,5,29170,41
2915,0,5,29150,4
2917,357,9,29170,365
2915,14,12,29150,25
2914,9,12,29140,20
2912,351,11,29120,361
2917,356,7,29170,362
2917,19,11,29170,29
2913,34,14,29130,47
2909,23,10,29090,32
2908,28,9,29080,36
2904,51,13,29040,63
2897,50,14,28970,63
2892,46,14,28920,59
2887,51,15,28870,65
2880,53,16,28800,68
2873,55,16,28730,70
2866,58,15,28660,72
2860,52,13,28600,64
2855,48,12,28550,59
2846,42,13,28460,54
2840,48,15,28400,62
2834,51,13,28340,63
2830,40,8,28300,47
2829,49,9,28290,57
2823,61,12,28230,72
2817,55,11,28170,65
2813,50,8,28130,57
2811,31,4,28110,34
2810,328,4,28100,331
2812,333,6,28120,338
2813,9,7,28130,15
2810,45,1,28100,45
2810,239,7,28100,245
2816,233,7,28160,239
2819,208,6,28190,213
2820,200,6,28200,205
2821,188,5,28210,192
2821,233,5,28210,237
2824,228,6,28240,233
2825,170,7,28250,176
2822,145,8,28220,152
2820,144,7,28200,150
2818,135,5,28180,139
2815,75,5,28150,79
2813,45,5,28130,49
2813,80,4,28130,83
2806,100,4,28060,103
2804,79,8,28040,86
2798,76,14,27980,89
2790,72,14,27900,85
2784,58,12,27840,69
2780,34,13,27800,46
2776,12,12,27760,23
